  2017-4-26 14:41:23 | db connected 
  2017-4-26 14:43:17 | db open 
  2017-4-26 14:43:18 | db connecting... 
  2017-4-26 14:43:18 | db connected 
  2017-4-26 14:45:09 | db open 
  2017-4-26 14:45:10 | db connecting... 
  2017-4-26 14:45:10 | db connected 
  2017-4-26 14:46:17 | db open 
  2017-4-26 14:46:18 | db connecting... 
  2017-4-26 14:46:18 | db connected 
  2017-4-26 14:47:31 | db open 
  2017-4-26 14:47:31 | db connecting... 
  2017-4-26 14:47:32 | db connected 
  2017-4-26 14:48:04 | db open 
  2017-4-26 14:48:05 | db connecting... 
  2017-4-26 14:48:05 | db connected 
  2017-4-26 14:48:46 | db open 
  2017-4-26 14:48:47 | db connecting... 
  2017-4-26 14:48:47 | db connected 
  2017-4-26 14:58:37 | db open 
  2017-4-26 14:58:38 | db connecting... 
  2017-4-26 14:58:38 | db connected 
  2017-4-26 14:59:23 | db open 
  2017-4-26 14:59:24 | db connecting... 
  2017-4-26 14:59:24 | db connected 
  2017-4-26 14:59:37 | db open 
  2017-4-26 14:59:38 | db connecting... 
  2017-4-26 14:59:38 | db connected 
  2017-4-26 15:01:02 | db open 
  2017-4-26 15:01:03 | db connecting... 
  2017-4-26 15:01:03 | db connected 
  2017-4-26 15:01:20 | db open 
  2017-4-26 15:01:21 | db connecting... 
  2017-4-26 15:01:21 | db connected 
  2017-4-26 15:01:29 | db open 
  2017-4-26 15:01:29 | db connecting... 
  2017-4-26 15:01:29 | db connected 
  2017-4-26 15:02:03 | db open 
  2017-4-26 15:02:04 | db connecting... 
  2017-4-26 15:02:04 | db connected 
  2017-4-26 15:04:19 | db open 
  2017-4-26 15:04:20 | db connecting... 
  2017-4-26 15:04:20 | db connected 
  2017-4-26 15:10:19 | db open 
  2017-4-26 15:10:20 | db connecting... 
  2017-4-26 15:10:20 | db connected 
  2017-4-26 15:10:39 | db open 
  2017-4-26 15:10:40 | db connecting... 
  2017-4-26 15:10:40 | db connected 
  2017-4-26 15:11:10 | db open 
  2017-4-26 15:11:11 | db connecting... 
  2017-4-26 15:11:11 | db connected 
  2017-4-26 15:11:59 | db open 
  2017-4-26 15:12:00 | db connecting... 
  2017-4-26 15:12:00 | db connected 
  2017-4-26 15:12:48 | db open 
  2017-4-26 15:12:49 | db connecting... 
  2017-4-26 15:12:49 | db connected 
  2017-4-26 15:13:27 | db open 
  2017-4-26 15:13:28 | db connecting... 
  2017-4-26 15:13:28 | db connected 
  2017-4-26 15:14:04 | db open 
  2017-4-26 15:14:05 | db connecting... 
  2017-4-26 15:14:05 | db connected 
  2017-4-26 15:16:32 | db open 
  2017-4-26 15:16:33 | db connecting... 
  2017-4-26 15:16:33 | db connected 
  2017-4-26 15:16:53 | db open 
  2017-4-26 15:16:54 | db connecting... 
  2017-4-26 15:16:54 | db connected 
  2017-4-26 15:23:01 | db open 
  2017-4-26 15:23:02 | db connecting... 
  2017-4-26 15:23:02 | db connected 
  2017-4-26 15:23:29 | db open 
  2017-4-26 15:23:30 | db connecting... 
  2017-4-26 15:23:30 | db connected 
  2017-4-26 15:23:35 | db open 
  2017-4-26 15:23:36 | db connecting... 
  2017-4-26 15:23:36 | db connected 
  2017-4-26 15:23:42 | db open 
  2017-4-26 15:23:42 | db connecting... 
  2017-4-26 15:23:43 | db connected 
  2017-4-26 15:24:35 | db open 
  2017-4-26 15:24:36 | db connecting... 
  2017-4-26 15:24:36 | db connected 
  2017-4-26 15:26:06 | db open 
  2017-4-26 15:26:07 | db connecting... 
  2017-4-26 15:26:07 | db connected 
  2017-4-26 15:26:20 | db open 
  2017-4-26 15:26:21 | db connecting... 
  2017-4-26 15:26:21 | db connected 
  2017-4-26 15:26:46 | db open 
  2017-4-26 15:26:47 | db connecting... 
  2017-4-26 15:26:47 | db connected 
  2017-4-26 15:26:56 | db open 
  2017-4-26 15:26:56 | db connecting... 
  2017-4-26 15:26:56 | db connected 
  2017-4-26 15:28:24 | db open 
  2017-4-26 15:28:25 | db connecting... 
  2017-4-26 15:28:25 | db connected 
  2017-4-26 15:28:28 | db open 
  2017-4-26 15:28:29 | db connecting... 
  2017-4-26 15:28:29 | db connected 
  2017-4-26 15:31:09 | db open 
  2017-4-26 15:31:10 | db connecting... 
  2017-4-26 15:31:10 | db connected 
  2017-4-26 15:31:25 | db open 
  2017-4-26 15:31:26 | db connecting... 
  2017-4-26 15:31:26 | db connected 
  2017-4-26 15:32:20 | db open 
  2017-4-26 15:32:21 | db connecting... 
  2017-4-26 15:32:21 | db connected 
  2017-4-26 15:35:52 | db open 
  2017-4-26 15:35:53 | db connecting... 
  2017-4-26 15:35:53 | db connected 
  2017-4-26 15:35:59 | db open 
  2017-4-26 15:36:00 | db connecting... 
  2017-4-26 15:36:00 | db connected 
  2017-4-26 15:37:01 | db open 
  2017-4-26 15:37:02 | db connecting... 
  2017-4-26 15:37:02 | db connected 
  2017-4-26 15:37:59 | db open 
  2017-4-26 15:38:00 | db connecting... 
  2017-4-26 15:38:00 | db connected 
  2017-4-26 15:38:38 | db open 
  2017-4-26 15:38:39 | db connecting... 
  2017-4-26 15:38:39 | db connected 
  2017-4-26 15:39:31 | db open 
  2017-4-26 15:39:32 | db connecting... 
  2017-4-26 15:39:32 | db connected 
  2017-4-26 15:40:16 | db open 
  2017-4-26 15:40:17 | db connecting... 
  2017-4-26 15:40:17 | db connected 
  2017-4-26 15:41:05 | db open 
  2017-4-26 15:41:06 | db connecting... 
  2017-4-26 15:41:06 | db connected 
  2017-4-26 15:41:49 | db open 
  2017-4-26 15:41:50 | db connecting... 
  2017-4-26 15:41:50 | db connected 
  2017-4-26 15:42:28 | db open 
  2017-4-26 15:42:29 | db connecting... 
  2017-4-26 15:42:29 | db connected 
  2017-4-26 15:43:55 | db open 
  2017-4-26 15:43:55 | db connecting... 
  2017-4-26 15:43:56 | db connected 
  2017-4-26 15:44:20 | db open 
  2017-4-26 15:44:21 | db connecting... 
  2017-4-26 15:44:21 | db connected 
  2017-4-26 15:49:28 | db open 
  2017-4-26 15:49:29 | db connecting... 
  2017-4-26 15:49:29 | db connected 
  2017-4-26 16:05:09 | db open 
  2017-4-26 16:05:10 | db connecting... 
  2017-4-26 16:05:10 | db connected 
  2017-4-26 16:05:19 | db open 
  2017-4-26 16:05:20 | db connecting... 
  2017-4-26 16:05:20 | db connected 
  2017-4-26 16:07:43 | db open 
  2017-4-26 16:07:44 | db connecting... 
  2017-4-26 16:07:44 | db connected 
  2017-4-26 16:21:18 | db open 
  2017-4-26 16:21:19 | db connecting... 
  2017-4-26 16:21:19 | db connected 
  2017-4-26 16:22:13 | db open 
  2017-4-26 16:22:14 | db connecting... 
  2017-4-26 16:22:14 | db connected 
  2017-4-26 16:25:03 | db open 
  2017-4-26 16:25:04 | db connecting... 
  2017-4-26 16:25:04 | db connected 
  2017-4-26 16:25:51 | db open 
  2017-4-26 16:25:51 | db connecting... 
  2017-4-26 16:25:52 | db connected 
  2017-4-26 16:26:08 | db open 
  2017-4-26 16:26:09 | db connecting... 
  2017-4-26 16:26:09 | db connected 
  2017-4-26 16:27:03 | db open 
  2017-4-26 16:27:03 | db connecting... 
  2017-4-26 16:27:04 | db connected 
  2017-4-26 16:27:05 | db open 
  2017-4-26 16:27:06 | db connecting... 
  2017-4-26 16:27:06 | db connected 
  2017-4-26 16:47:33 | db open 
  2017-4-26 16:47:34 | db connecting... 
  2017-4-26 16:47:34 | db connected 
  2017-4-26 16:47:38 | db open 
  2017-4-26 16:47:39 | db connecting... 
  2017-4-26 16:47:39 | db connected 
  2017-4-26 16:52:00 | db open 
  2017-4-26 16:52:01 | db connecting... 
  2017-4-26 16:52:01 | db connected 
  2017-4-26 16:52:17 | db open 
  2017-4-26 16:52:18 | db connecting... 
  2017-4-26 16:52:18 | db connected 
  2017-4-26 16:52:42 | db open 
  2017-4-26 16:52:43 | db connecting... 
  2017-4-26 16:52:43 | db connected 
  2017-4-26 16:55:28 | db open 
  2017-4-26 16:55:29 | db connecting... 
  2017-4-26 16:55:29 | db connected 
  2017-4-26 16:56:18 | db open 
  2017-4-26 16:56:19 | db connecting... 
  2017-4-26 16:56:19 | db connected 
  2017-4-26 16:57:38 | db open 
  2017-4-26 16:57:39 | db connecting... 
  2017-4-26 16:57:39 | db connected 
  2017-4-26 16:57:43 | db open 
  2017-4-26 16:57:44 | db connecting... 
  2017-4-26 16:57:44 | db connected 
  2017-4-26 16:57:50 | db open 
  2017-4-26 16:57:51 | db connecting... 
  2017-4-26 16:57:51 | db connected 
  2017-4-26 16:58:16 | db open 
  2017-4-26 16:58:17 | db connecting... 
  2017-4-26 16:58:17 | db connected 
  2017-4-26 16:59:06 | db open 
  2017-4-26 16:59:07 | db connecting... 
  2017-4-26 16:59:07 | db connected 
  2017-4-26 16:59:34 | db open 
  2017-4-26 16:59:35 | db connecting... 
  2017-4-26 16:59:35 | db connected 
  2017-4-26 17:00:35 | db open 
  2017-4-26 17:00:36 | db connecting... 
  2017-4-26 17:00:36 | db connected 
  2017-4-26 17:02:04 | db open 
  2017-4-26 17:02:05 | db connecting... 
  2017-4-26 17:02:05 | db connected 
  2017-4-26 17:02:08 | db open 
  2017-4-26 17:02:09 | db connecting... 
  2017-4-26 17:02:09 | db connected 
  2017-4-26 17:10:47 | db open 
  2017-4-26 17:10:48 | db connecting... 
  2017-4-26 17:10:48 | db connected 
  2017-4-26 17:13:21 | db open 
  2017-4-26 17:13:22 | db connecting... 
  2017-4-26 17:13:22 | db connected 
  2017-4-26 17:13:27 | db open 
  2017-4-26 17:13:28 | db connecting... 
  2017-4-26 17:13:28 | db connected 
  2017-4-26 17:13:36 | db open 
  2017-4-26 17:13:37 | db connecting... 
  2017-4-26 17:13:37 | db connected 
  2017-4-26 17:13:52 | db open 
  2017-4-26 17:13:53 | db connecting... 
  2017-4-26 17:13:53 | db connected 
  2017-4-26 17:14:40 | db open 
  2017-4-26 17:14:41 | db connecting... 
  2017-4-26 17:14:41 | db connected 
  2017-4-26 17:36:49 | db open 
  2017-4-26 17:36:50 | db connecting... 
  2017-4-26 17:36:50 | db connected 
  2017-4-26 17:38:10 | db open 
  2017-4-26 17:38:10 | db connecting... 
  2017-4-26 17:38:10 | db connected 
  2017-4-26 17:38:35 | db open 
  2017-4-26 17:38:36 | db connecting... 
  2017-4-26 17:38:36 | db connected 
  2017-4-26 17:38:50 | db open 
  2017-4-26 17:38:51 | db connecting... 
  2017-4-26 17:38:51 | db connected 
  2017-4-26 17:46:20 | db open 
  2017-4-26 17:46:21 | db connecting... 
  2017-4-26 17:46:21 | db connected 
  2017-4-26 17:46:23 | db open 
  2017-4-26 17:46:24 | db connecting... 
  2017-4-26 17:46:24 | db connected 
  2017-4-26 17:48:00 | db open 
  2017-4-26 17:48:01 | db connecting... 
  2017-4-26 17:48:01 | db connected 
  2017-4-26 17:50:19 | db open 
  2017-4-26 17:50:20 | db connecting... 
  2017-4-26 17:50:20 | db connected 
  2017-4-26 17:50:40 | db open 
  2017-4-26 17:50:41 | db connecting... 
  2017-4-26 17:50:41 | db connected 
  2017-4-26 17:52:23 | db open 
  2017-4-26 17:52:24 | db connecting... 
  2017-4-26 17:52:24 | db connected 
  2017-4-26 17:53:22 | db open 
  2017-4-26 17:53:23 | db connecting... 
  2017-4-26 17:53:23 | db connected 
  2017-4-26 17:53:33 | db open 
  2017-4-26 17:53:34 | db connecting... 
  2017-4-26 17:53:34 | db connected 
